connect4,50,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,100,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,150,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,200,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,250,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,300,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,350,0.0,1.0,24.0,25.0,0.0,0.19595917942265428,0.19595917942265428,0.0
connect4,400,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,450,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,500,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,550,0.0,2.0,23.0,25.0,0.0,0.2712931993250107,0.2712931993250107,0.0
connect4,600,1.0,2.0,23.0,24.0,0.19595917942265426,0.2712931993250107,0.2712931993250107,0.19595917942265426
connect4,650,2.0,5.0,20.0,23.0,0.2712931993250107,0.4,0.4,0.2712931993250107
connect4,700,1.0,2.0,23.0,24.0,0.19595917942265428,0.2712931993250107,0.2712931993250107,0.19595917942265428
connect4,750,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,800,1.0,0.0,25.0,24.0,0.19595917942265428,0.0,0.0,0.19595917942265428
connect4,850,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,900,1.0,0.0,25.0,24.0,0.19595917942265426,0.0,0.0,0.19595917942265426
connect4,950,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,1000,2.0,0.0,25.0,23.0,0.2712931993250107,0.0,0.0,0.2712931993250107
connect4,1050,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,1100,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,1150,1.0,0.0,25.0,24.0,0.19595917942265423,0.0,0.0,0.19595917942265426
connect4,1200,1.0,0.0,25.0,24.0,0.19595917942265423,0.0,0.0,0.19595917942265426
connect4,1250,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,1300,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
connect4,1350,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
